category_key,classification_code,classification_description,award_item_count,buyer_count,supplier_count,total_category_amount_pen,attributable_amount_pen,attributable_amount_coverage_pct,top1_share_pct,top3_share_pct,top5_share_pct,top10_share_pct,hhi,effective_supplier_count,is_analysis_eligible,average_ticket,component_market_size,component_frequency,component_buyer_breadth,component_average_ticket,component_market_openness,score_baseline,rank_baseline,score_demand_heavy,rank_demand_heavy,score_accessibility_heavy,rank_accessibility_heavy,score_balanced_equal,rank_balanced_equal,opportunity_band,scenario_score_range,maximum_absolute_rank_shift
3035,50221101,Granos de cereal,5,5,5,1702062.97000000000000,1702062.97000000000000,100.000000,66.327510,91.025007,99.999997,99.999997,4837.224510,2.067301,True,340412.594,33.72093023255814,11.046511627906977,25.58139534883721,55.81395348837209,10.465116279069761,27.383720930232556,69,26.71511627906977,69,23.517441860465112,77,27.325581395348838,69,LOWER_RELATIVE,3.866279069767444,8
3027,50192703,Comidas combinadas estables sin refrigerar,6,6,4,1266055.18000000000000,1266055.18000000000000,100.000000,62.177384,94.440288,99.999998,99.999998,4619.461867,2.164754,True,211009.19666666666,22.093023255813954,27.325581395348838,36.04651162790697,38.372093023255815,12.79069767441861,26.97674418604651,70,26.19186046511628,70,25.203488372093027,73,27.325581395348838,69,LOWER_RELATIVE,2.122093023255811,4
3644,85161501,Mantenimiento o reparación de bienes de equipo médico,6,4,6,1026576.18000000000000,1026576.18000000000000,100.000000,32.145690,71.361483,91.330402,99.999997,2244.496274,4.455343,True,171096.03,16.27906976744186,27.325581395348838,13.953488372093023,29.069767441860463,50.0,25.0,71,23.343023255813954,71,28.75,66,27.325581395348838,69,LOWER_RELATIVE,5.406976744186046,5
3487,80101606,Evaluación y monitoreo de proyectos,5,5,4,1090010.00000000000000,1090010.00000000000000,100.000000,38.440931,88.990925,99.999998,99.999998,3120.979384,3.204122,True,218002.0,19.767441860465116,11.046511627906977,25.58139534883721,43.02325581395349,30.232558139534888,24.24418604651163,72,21.831395348837212,72,25.377906976744185,70,25.930232558139537,72,LOWER_RELATIVE,4.098837209302324,2
3663,90121502,Agencias de viajes,5,4,5,1162920.79000000000000,1162920.79000000000000,100.000000,41.496720,91.214223,99.999997,99.999997,3114.095598,3.211205,True,232584.158,20.930232558139537,11.046511627906977,13.953488372093023,44.18604651162791,31.395348837209298,22.61627906976744,73,20.784883720930235,75,23.168604651162788,78,24.30232558139535,73,LOWER_RELATIVE,3.517441860465116,5
2395,10151605,Semillas de avena,5,4,3,1519220.00000000000000,1519220.00000000000000,100.000000,62.189807,99.999998,99.999998,99.999998,4751.516323,2.104591,True,303844.0,26.74418604651163,11.046511627906977,13.953488372093023,48.83720930232558,11.627906976744185,22.093023255813954,74,21.598837209302328,74,18.866279069767444,82,22.44186046511628,75,LOWER_RELATIVE,3.575581395348838,8
2613,30131602,Ladrillos de cerámica,5,5,5,1072467.74000000000000,1072467.74000000000000,100.000000,61.992354,84.372489,99.999998,99.999998,4224.859908,2.366942,True,214493.548,18.6046511627907,11.046511627906977,25.58139534883721,40.69767441860465,15.116279069767444,21.279069767441857,75,19.622093023255815,78,20.377906976744185,81,22.209302325581397,76,LOWER_RELATIVE,2.587209302325583,6
3661,90111501,Hoteles,13,3,13,526443.94000000000000,526443.94000000000000,100.000000,48.398657,65.531622,75.441310,94.228364,2621.751759,3.814244,True,40495.687692307685,4.651162790697675,58.72093023255814,5.813953488372093,1.1627906976744187,43.02325581395349,20.930232558139537,76,21.831395348837212,72,24.21511627906977,75,22.674418604651166,74,LOWER_RELATIVE,3.2848837209302317,4
3658,86132102,"Servicio de consultoría de capacitación, organización y desarrollo",6,3,6,1015477.64000000000000,1015477.64000000000000,100.000000,49.514906,81.187413,95.273158,99.999997,3083.045074,3.243546,True,169246.27333333335,15.116279069767442,27.325581395348838,5.813953488372093,26.74418604651163,32.55813953488372,20.058139534883722,77,19.680232558139537,77,21.017441860465116,80,21.51162790697675,77,LOWER_RELATIVE,1.8313953488372121,3
3570,81151604,Levantamiento del terreno,9,2,9,755946.16000000000000,755946.16000000000000,100.000000,37.423270,79.236614,86.771541,99.999993,2650.220838,3.773270,True,83994.01777777779,10.465116279069768,46.51162790697674,1.1627906976744187,4.651162790697675,41.86046511627907,19.651162790697676,78,20.63953488372093,76,22.383720930232556,79,20.930232558139537,79,LOWER_RELATIVE,2.7325581395348806,3
3483,80101513,Servicio de consultoría para la gestión de procesos y procedimientos,7,4,7,571753.07200000000000,571753.07200000000000,100.000000,42.632577,65.719465,83.209531,99.999995,2380.397085,4.200980,True,81679.01028571429,6.976744186046512,34.883720930232556,13.953488372093023,3.488372093023256,46.51162790697674,19.36046511627907,79,18.6046511627907,79,24.418604651162788,74,21.162790697674417,78,LOWER_RELATIVE,5.813953488372089,5
3639,85121803,Servicios de laboratorios biológicos,5,5,5,483266.60000000000000,483266.60000000000000,100.000000,26.973103,75.321571,99.999998,99.999998,2207.881566,4.529228,True,96653.31999999999,3.488372093023256,11.046511627906977,25.58139534883721,8.13953488372093,52.325581395348834,17.441860465116278,80,14.040697674418604,82,25.26162790697674,71,20.116279069767444,80,LOWER_RELATIVE,11.220930232558137,11
2607,30121702,Geotextil,5,5,5,431364.67000000000000,431364.67000000000000,100.000000,25.761034,68.485324,99.999997,99.999997,2073.775826,4.822122,True,86272.934,1.1627906976744187,11.046511627906977,25.58139534883721,5.813953488372093,54.651162790697676,16.74418604651163,81,13.11046511627907,84,25.26162790697674,71,19.651162790697676,81,LOWER_RELATIVE,12.151162790697672,13
3645,85161502,Mantenimiento o reparación de equipo médico menor,5,3,3,1063979.00000000000000,1063979.00000000000000,100.000000,47.369355,99.999998,99.999998,99.999998,4335.455623,2.306563,True,212795.8,17.441860465116278,11.046511627906977,5.813953488372093,39.53488372093023,13.95348837209302,16.627906976744185,82,15.959302325581394,80,14.738372093023253,85,17.558139534883722,83,LOWER_RELATIVE,2.819767441860469,5
3529,81101701,Servicios de ingeniería eléctrica,5,5,4,623236.81000000000000,623236.81000000000000,100.000000,51.163537,87.085165,99.999999,99.999999,3473.169458,2.879215,True,124647.36200000001,9.30232558139535,11.046511627906977,25.58139534883721,15.116279069767442,24.418604651162795,16.046511627906977,83,14.273255813953488,81,18.75,83,17.093023255813954,84,LOWER_RELATIVE,4.476744186046512,3
3493,80111509,Servicio de evaluación de puestos de trabajo,6,2,6,299148.00000000000000,299148.00000000000000,100.000000,22.533996,54.999531,85.168543,99.999997,1709.914472,5.848246,True,49858.0,0.0,27.325581395348838,1.1627906976744187,2.3255813953488373,65.11627906976744,15.813953488372093,84,13.750000000000002,83,24.156976744186046,76,19.18604651162791,82,LOWER_RELATIVE,10.406976744186045,8
2598,30111503,Hormigón aislante,5,4,4,591439.00000000000000,591439.00000000000000,100.000000,43.453340,88.164459,99.999999,99.999999,3057.486147,3.270661,True,118287.8,8.13953488372093,11.046511627906977,13.953488372093023,13.953488372093023,33.720930232558146,14.593023255813954,85,12.877906976744187,85,18.284883720930235,84,16.16279069767442,85,LOWER_RELATIVE,5.406976744186048,1
3653,86101807,Desarrollo de fuerza de trabajo del sector administrativo,5,4,4,527020.00000000000000,527020.00000000000000,100.000000,77.169746,96.903341,99.999997,99.999997,6203.753652,1.611927,True,105404.0,5.813953488372093,11.046511627906977,13.953488372093023,10.465116279069768,3.4883720930232585,8.837209302325581,86,8.575581395348838,86,8.401162790697676,87,8.953488372093025,87,LOWER_RELATIVE,0.5523255813953494,1
3510,80141607,Gestión de eventos,5,3,5,457472.50000000000000,457472.50000000000000,100.000000,54.648093,88.687297,99.999998,99.999998,3682.610594,2.715465,True,91494.5,2.3255813953488373,11.046511627906977,5.813953488372093,6.976744186046512,22.093023255813947,8.430232558139533,87,7.470930232558139,87,10.901162790697672,86,9.651162790697672,86,LOWER_RELATIVE,3.430232558139533,1
